name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,new_column,total_sales
Namco Museum: 50th Anniversary,XB,2005,Misc,0.13,0.04,0.0,0.01,62.0,,E10+,Namco Museum: 50th Anniversary_XB_Misc_2005,0.18000000000000002
Monster 4x4: Stunt Racer,Wii,2009,Racing,0.16,0.0,0.0,0.01,,5.2,E,Monster 4x4: Stunt Racer_Wii_Racing_2009,0.17
Velvet Assassin,X360,2009,Shooter,0.14,0.02,0.01,0.01,56.0,7.1,M,Velvet Assassin_X360_Shooter_2009,0.18000000000000002
NFL 2K2,XB,2002,Sports,0.13,0.04,0.0,0.01,87.0,,E,NFL 2K2_XB_Sports_2002,0.18000000000000002
MindJack,PS3,2011,Shooter,0.07,0.07,0.0,0.03,44.0,1.7,M,MindJack_PS3_Shooter_2011,0.17
Marvel Super Hero Squad: Comic Combat,X360,2011,Action,0.13,0.04,0.0,0.01,,,E10+,Marvel Super Hero Squad: Comic Combat_X360_Action_2011,0.18000000000000002
NBA Live 16,PS4,2015,Sports,0.1,0.04,0.0,0.03,59.0,6.1,E,NBA Live 16_PS4_Sports_2015,0.17
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,0.14,0.02,0.0,0.01,58.0,7.8,T,WWE SmackDown vs. Raw 2009_DS_Fighting_2008,0.17
Dead or Alive Paradise,PSP,2010,Misc,0.07,0.02,0.07,0.02,38.0,5.6,M,Dead or Alive Paradise_PSP_Misc_2010,0.18000000000000002
Dark Souls II,PC,2014,Role-Playing,0.08,0.08,0.0,0.01,91.0,7.1,T,Dark Souls II_PC_Role-Playing_2014,0.17
The Suffering: Ties That Bind,PS2,2005,Action,0.09,0.07,0.0,0.02,75.0,8.0,M,The Suffering: Ties That Bind_PS2_Action_2005,0.18
EyeToy: Kinetic,PS2,2005,Sports,0.09,0.07,0.0,0.02,78.0,8.3,E,EyeToy: Kinetic_PS2_Sports_2005,0.18
Transformers: Prime,3DS,2012,Action,0.13,0.02,0.0,0.02,,,,Transformers: Prime_3DS_Action_2012,0.16999999999999998
Fancy Nancy: Tea Party Time!,DS,2010,Adventure,0.16,0.0,0.0,0.01,,,E,Fancy Nancy: Tea Party Time!_DS_Adventure_2010,0.17
Project Spark,XOne,2014,Misc,0.11,0.05,0.0,0.02,73.0,7.0,E10+,Project Spark_XOne_Misc_2014,0.18
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,0.09,0.07,0.0,0.02,54.0,4.6,T,Army Men: Sarge's Heroes 2_PS2_Shooter_2001,0.18
Yakuza Zero: The Place of Oath,PS4,2015,Action,0.0,0.0,0.17,0.0,,,,Yakuza Zero: The Place of Oath_PS4_Action_2015,0.17
The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,0.1,0.07,0.0,0.01,,,,The Wild Thornberrys: Animal Adventures_PS_Adventure_2000,0.18000000000000002
Cabela's Adventure Camp,Wii,2011,Misc,0.14,0.02,0.0,0.02,,,E,Cabela's Adventure Camp_Wii_Misc_2011,0.18
SEGA Bass Fishing Duel,PS2,2002,Sports,0.09,0.07,0.0,0.02,68.0,,E,SEGA Bass Fishing Duel_PS2_Sports_2002,0.18
Sports Illustrated for Kids: Baseball,GBA,2001,Sports,0.12,0.05,0.0,0.0,39.0,,E,Sports Illustrated for Kids: Baseball_GBA_Sports_2001,0.16999999999999998
Mark Davis Pro Bass Challenge,PS2,2002,Sports,0.09,0.07,0.0,0.02,,,E,Mark Davis Pro Bass Challenge_PS2_Sports_2002,0.18
Rugrats: Royal Ransom,GC,2002,Platform,0.13,0.03,0.0,0.0,,6.7,E,Rugrats: Royal Ransom_GC_Platform_2002,0.16
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,0.0,0.0,0.17,0.0,63.0,7.9,E,Winning Eleven: Pro Evolution Soccer 2007_DS_Sports_2006,0.17
Warriors of Might and Magic,PS2,2001,Adventure,0.09,0.07,0.0,0.02,49.0,4.5,T,Warriors of Might and Magic_PS2_Adventure_2001,0.18
Rapala Fishing Frenzy 2009,PS3,2008,Sports,0.16,0.0,0.0,0.01,31.0,4.4,E,Rapala Fishing Frenzy 2009_PS3_Sports_2008,0.17
Petz: Horseshoe Ranch,DS,2009,Adventure,0.16,0.0,0.0,0.01,,,,Petz: Horseshoe Ranch_DS_Adventure_2009,0.17
Open Season,GC,2006,Platform,0.13,0.03,0.0,0.0,59.0,,E10+,Open Season_GC_Platform_2006,0.16
Ridge Racer,PSV,2011,Racing,0.03,0.07,0.05,0.02,44.0,3.7,E10+,Ridge Racer_PSV_Racing_2011,0.17
EyePet & Friends,PS3,2011,Simulation,0.06,0.08,0.0,0.03,,,,EyePet & Friends_PS3_Simulation_2011,0.17
Street Fighter: The Movie,PS,1995,Fighting,0.1,0.07,0.0,0.01,,,,Street Fighter: The Movie_PS_Fighting_1995,0.18000000000000002
Major League Baseball 2K9,PS3,2009,Sports,0.16,0.0,0.0,0.01,61.0,4.0,E,Major League Baseball 2K9_PS3_Sports_2009,0.17
World Championship Poker,GBA,2004,Misc,0.12,0.05,0.0,0.0,66.0,,E,World Championship Poker_GBA_Misc_2004,0.16999999999999998
Global Defence Force,PS2,2005,Shooter,0.0,0.0,0.17,0.0,,,,Global Defence Force_PS2_Shooter_2005,0.17
Major League Baseball 2K6,GC,2006,Sports,0.13,0.03,0.0,0.0,66.0,,E,Major League Baseball 2K6_GC_Sports_2006,0.16
WordJong Party,Wii,2008,Puzzle,0.16,0.0,0.0,0.01,,,E,WordJong Party_Wii_Puzzle_2008,0.17
SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009,Role-Playing,0.0,0.0,0.17,0.0,,,,SaGa 2: Hihou Densetsu - Goddess of Destiny_DS_Role-Playing_2009,0.17
Smash Court Tennis Pro Tournament,PS2,2002,Sports,0.08,0.07,0.0,0.02,73.0,7.4,E,Smash Court Tennis Pro Tournament_PS2_Sports_2002,0.17
Super Robot Taisen L,DS,2010,Strategy,0.0,0.0,0.17,0.0,,,,Super Robot Taisen L_DS_Strategy_2010,0.17
Race Pro,X360,2009,Racing,0.06,0.09,0.0,0.02,72.0,7.0,E,Race Pro_X360_Racing_2009,0.16999999999999998
The Grim Adventures of Billy & Mandy,GC,2006,Action,0.13,0.03,0.0,0.0,,,,The Grim Adventures of Billy & Mandy_GC_Action_2006,0.16
NBA Inside Drive 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,71.0,8.2,E,NBA Inside Drive 2004_XB_Sports_2003,0.18000000000000002
The King of Fighters '97,PS,1998,Fighting,0.0,0.0,0.16,0.01,,,,The King of Fighters '97_PS_Fighting_1998,0.17
Time Commando,PS,1996,Action,0.1,0.07,0.0,0.01,,,,Time Commando_PS_Action_1996,0.18000000000000002
Professional Fisherman's Tour: Northern Hemisphere,DS,2007,Sports,0.16,0.0,0.0,0.01,,,E,Professional Fisherman's Tour: Northern Hemisphere_DS_Sports_2007,0.17
Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,0.0,0.0,0.17,0.0,,,,Kekkaishi: Karasumori Ayakashi Kidan_DS_Action_2007,0.17
Gretzky NHL 2005,PS2,2004,Sports,0.08,0.07,0.0,0.02,66.0,9.1,E,Gretzky NHL 2005_PS2_Sports_2004,0.17
Dungeon Siege III,PC,2011,Role-Playing,0.08,0.08,0.0,0.02,72.0,4.7,T,Dungeon Siege III_PC_Role-Playing_2011,0.18
The Hobbit,GC,2003,Platform,0.13,0.03,0.0,0.0,61.0,7.3,E,The Hobbit_GC_Platform_2003,0.16
MotoGP 15,PS4,2015,Racing,0.0,0.12,0.03,0.02,66.0,,,MotoGP 15_PS4_Racing_2015,0.16999999999999998
Backyard Sports Football: Rookie Rush,DS,2010,Sports,0.16,0.0,0.0,0.01,,,,Backyard Sports Football: Rookie Rush_DS_Sports_2010,0.17
Skate it,DS,2008,Sports,0.14,0.02,0.0,0.01,72.0,7.8,E,Skate it_DS_Sports_2008,0.17
Cabela's Legendary Adventures,Wii,2008,Sports,0.16,0.0,0.0,0.01,,,T,Cabela's Legendary Adventures_Wii_Sports_2008,0.17
True Crime: New York City,GC,2005,Action,0.13,0.03,0.0,0.0,59.0,8.8,M,True Crime: New York City_GC_Action_2005,0.16
Metal Arms: Glitch in the System,XB,2003,Shooter,0.13,0.04,0.0,0.01,82.0,8.7,T,Metal Arms: Glitch in the System_XB_Shooter_2003,0.18000000000000002
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,0.0,0.0,0.17,0.0,,,,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune_PSP_Action_2012,0.17
Toukiden Kiwami,PS4,2015,Action,0.05,0.07,0.02,0.02,74.0,7.6,T,Toukiden Kiwami_PS4_Action_2015,0.16
The Secret World,PC,2012,Role-Playing,0.07,0.08,0.0,0.02,74.0,8.2,M,The Secret World_PC_Role-Playing_2012,0.17
Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,0.08,0.07,0.0,0.02,,,E10+,Ice Age: Dawn of the Dinosaurs_PS2_Action_2009,0.17
ESPN Final Round Golf 2002,GBA,2001,Sports,0.12,0.05,0.0,0.0,70.0,,E,ESPN Final Round Golf 2002_GBA_Sports_2001,0.16999999999999998
Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,0.16,0.0,0.0,0.01,42.0,,E10+,Iron Chef America: Supreme Cuisine_Wii_Simulation_2008,0.17
MDK2 Armageddon,PS2,2001,Shooter,0.08,0.07,0.0,0.02,80.0,8.3,T,MDK2 Armageddon_PS2_Shooter_2001,0.17
Exhibition Volume 02,XB,2003,Misc,0.13,0.04,0.0,0.01,,,,Exhibition Volume 02_XB_Misc_2003,0.18000000000000002
NHL 2K9,X360,2008,Sports,0.15,0.01,0.0,0.01,69.0,6.7,E10+,NHL 2K9_X360_Sports_2008,0.17
I Spy: Castle,DS,2011,Puzzle,0.16,0.0,0.0,0.01,,,E,I Spy: Castle_DS_Puzzle_2011,0.17
Fight Night Round 2,GC,2005,Fighting,0.13,0.03,0.0,0.0,87.0,7.9,T,Fight Night Round 2_GC_Fighting_2005,0.16
Disney's Atlantis: The Lost Empire,PS,2001,Platform,0.1,0.07,0.0,0.01,73.0,8.5,E,Disney's Atlantis: The Lost Empire_PS_Platform_2001,0.18000000000000002
Power Pro Kun Pocket,GB,1999,Sports,0.0,0.0,0.17,0.0,,,,Power Pro Kun Pocket_GB_Sports_1999,0.17
The King of Fighters '97,SAT,1998,Fighting,0.0,0.0,0.17,0.0,,,,The King of Fighters '97_SAT_Fighting_1998,0.17
Tamagotchi no Narikiri Challenge,DS,2010,Action,0.0,0.0,0.17,0.0,,,,Tamagotchi no Narikiri Challenge_DS_Action_2010,0.17
Madden NFL 17,X360,2016,Sports,0.14,0.02,0.0,0.02,,0.7,E,Madden NFL 17_X360_Sports_2016,0.18
Jewel Match,DS,2010,Puzzle,0.05,0.11,0.0,0.02,,,E,Jewel Match_DS_Puzzle_2010,0.18
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,0.0,0.0,0.16,0.01,,,,Space Battleship Yamato: Harukanaru Hoshi Iscandar_PS_Strategy_1999,0.17
Lost in Blue 3,DS,2007,Adventure,0.09,0.02,0.06,0.01,59.0,,E10+,Lost in Blue 3_DS_Adventure_2007,0.18
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,0.0,0.0,0.16,0.01,,,,Sound Novel Evolution 1: Otogirisou Sosei-Hen_PS_Adventure_1999,0.17
Stormrise,PS3,2009,Strategy,0.13,0.02,0.0,0.02,51.0,5.3,M,Stormrise_PS3_Strategy_2009,0.16999999999999998
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,0.13,0.04,0.0,0.01,84.0,7.9,M,Psi-Ops: The Mindgate Conspiracy_XB_Shooter_2004,0.18000000000000002
X-Men: The Official Game,X360,2006,Action,0.16,0.0,0.0,0.01,52.0,6.1,T,X-Men: The Official Game_X360_Action_2006,0.17
SWAT: Global Strike Team,XB,2003,Shooter,0.13,0.04,0.0,0.01,69.0,6.3,M,SWAT: Global Strike Team_XB_Shooter_2003,0.18000000000000002
Horrid Henry: Missions of Mischief,DS,2010,Adventure,0.01,0.14,0.0,0.02,,,E,Horrid Henry: Missions of Mischief_DS_Adventure_2010,0.17
Cabela's Legendary Adventures,PSP,2008,Sports,0.16,0.0,0.0,0.02,,,T,Cabela's Legendary Adventures_PSP_Sports_2008,0.18
Pictionary,DS,2010,Puzzle,0.09,0.06,0.0,0.02,,,E,Pictionary_DS_Puzzle_2010,0.16999999999999998
Hitman: HD Trilogy,X360,2013,Action,0.07,0.08,0.0,0.02,69.0,7.2,M,Hitman: HD Trilogy_X360_Action_2013,0.17
MX World Tour Featuring Jamie Little,PS2,2005,Racing,0.08,0.07,0.0,0.02,52.0,,E,MX World Tour Featuring Jamie Little_PS2_Racing_2005,0.17
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,0.08,0.07,0.0,0.02,68.0,8.7,T,Goblin Commander: Unleash the Horde_PS2_Strategy_2003,0.17
uDraw Studio: Instant Artist,Wii,2011,Misc,0.06,0.09,0.0,0.02,,,E,uDraw Studio: Instant Artist_Wii_Misc_2011,0.16999999999999998
Hello Kitty: Happy Party Pals,GBA,2005,Misc,0.12,0.05,0.0,0.0,,,,Hello Kitty: Happy Party Pals_GBA_Misc_2005,0.16999999999999998
Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,0.0,0.0,0.17,0.0,,,,Jikkyou Powerful Pro Baseball 2016_PS4_Sports_2016,0.17
Backyard NFL Football '09,PS2,2008,Sports,0.08,0.07,0.0,0.02,,,,Backyard NFL Football '09_PS2_Sports_2008,0.17
World Destruction League: Thunder Tanks,PS2,2000,Action,0.08,0.07,0.0,0.02,65.0,5.9,T,World Destruction League: Thunder Tanks_PS2_Action_2000,0.17
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,0.05,0.1,0.0,0.02,71.0,4.9,M,Tom Clancy's Ghost Recon: Future Soldier_PC_Shooter_2012,0.17
Backyard Baseball '10,PS2,2009,Sports,0.08,0.07,0.0,0.02,,,E,Backyard Baseball '10_PS2_Sports_2009,0.17
Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,0.0,0.0,0.16,0.01,,,,Resident Evil Director's Cut: Dual Shock Edition_PS_Action_1997,0.17
Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,0.07,0.08,0.0,0.02,,,,Broken Sword: Shadows of the Templars - The Director's Cut_DS_Adventure_2009,0.17
PlayStation Move Heroes,PS3,2011,Platform,0.08,0.06,0.0,0.03,53.0,6.1,E10+,PlayStation Move Heroes_PS3_Platform_2011,0.17
The King of Fighters '95,PS,1996,Fighting,0.0,0.0,0.16,0.01,,,,The King of Fighters '95_PS_Fighting_1996,0.17
RoadKill,PS2,2003,Action,0.08,0.07,0.0,0.02,71.0,7.9,M,RoadKill_PS2_Action_2003,0.17
Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,0.0,0.0,0.17,0.0,,,,Hanjuku Eiyuu Tai 3D_PS2_Role-Playing_2003,0.17
.hack//G.U. Vol.3//Redemption,PS2,2007,Role-Playing,0.0,0.0,0.17,0.0,,,,.hack//G.U. Vol.3//Redemption_PS2_Role-Playing_2007,0.17
Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,0.0,0.0,0.17,0.0,,,,Super Robot Taisen Compact 2 Dai-1-Bu_WS_Strategy_2000,0.17
Looney Tunes: Back in Action,GC,2003,Platform,0.13,0.03,0.0,0.0,64.0,5.0,E,Looney Tunes: Back in Action_GC_Platform_2003,0.16
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,0.12,0.03,0.0,0.02,54.0,,E10+,Marvel Super Hero Squad: The Infinity Gauntlet_PS3_Action_2010,0.16999999999999998
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,0.14,0.01,0.0,0.02,56.0,5.6,T,The Chronicles of Narnia: Prince Caspian_PS3_Action_2008,0.17
Tak: The Great Juju Challenge,GBA,2005,Platform,0.12,0.05,0.0,0.0,52.0,,E,Tak: The Great Juju Challenge_GBA_Platform_2005,0.16999999999999998
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,0.0,0.08,0.08,0.01,,,,Yu-Gi-Oh! Zexal World Duel Carnival_3DS_Misc_2013,0.17
SingStar Motown,PS3,2009,Misc,0.0,0.15,0.0,0.02,,,,SingStar Motown_PS3_Misc_2009,0.16999999999999998
Macross Ultimate Frontier,PSP,2009,Action,0.0,0.0,0.17,0.0,,,,Macross Ultimate Frontier_PSP_Action_2009,0.17
Top Spin 2,X360,2006,Sports,0.15,0.0,0.0,0.01,75.0,6.8,E,Top Spin 2_X360_Sports_2006,0.16
Hunter: The Reckoning Redeemer,XB,2003,Action,0.13,0.04,0.0,0.01,72.0,8.6,M,Hunter: The Reckoning Redeemer_XB_Action_2003,0.18000000000000002
Age of Empires III: Complete Collection,PC,2009,Strategy,0.01,0.12,0.0,0.03,,8.5,T,Age of Empires III: Complete Collection_PC_Strategy_2009,0.16
Captain America: Super Soldier,X360,2011,Action,0.11,0.05,0.0,0.01,60.0,6.4,T,Captain America: Super Soldier_X360_Action_2011,0.17
Tokyo Xtreme Racer,DC,1999,Racing,0.0,0.0,0.17,0.0,,,,Tokyo Xtreme Racer_DC_Racing_1999,0.17
Fighter Maker,PS,1998,Fighting,0.05,0.04,0.07,0.01,,,,Fighter Maker_PS_Fighting_1998,0.17
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,0.08,0.05,0.0,0.04,81.0,8.7,M,Danganronpa 2: Goodbye Despair_PSV_Misc_2014,0.17
Thief: Deadly Shadows,XB,2004,Action,0.13,0.04,0.0,0.01,82.0,7.3,M,Thief: Deadly Shadows_XB_Action_2004,0.18000000000000002
Monkey Island: Special Edition Collection,PC,2011,Adventure,0.0,0.14,0.0,0.03,,,,Monkey Island: Special Edition Collection_PC_Adventure_2011,0.17
MotoGP 10/11,PS3,2011,Racing,0.04,0.1,0.0,0.03,68.0,6.1,E,MotoGP 10/11_PS3_Racing_2011,0.17
NBA 09: The Inside,PSP,2008,Sports,0.16,0.0,0.0,0.01,79.0,7.4,E,NBA 09: The Inside_PSP_Sports_2008,0.17
Batman Begins,GBA,2005,Action,0.12,0.05,0.0,0.0,61.0,6.9,E10+,Batman Begins_GBA_Action_2005,0.16999999999999998
Mercury Meltdown Revolution,Wii,2007,Action,0.16,0.0,0.0,0.01,77.0,7.4,E,Mercury Meltdown Revolution_Wii_Action_2007,0.17
Glover,PS,1999,Platform,0.09,0.06,0.0,0.01,,,,Glover_PS_Platform_1999,0.16
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.12,0.05,0.0,0.0,,,,Dragon Ball GT: Game Boy Advance Video Volume 1_GBA_Misc_2004,0.16999999999999998
Country Dance: All Stars,X360,2012,Action,0.16,0.0,0.0,0.01,,5.2,E10+,Country Dance: All Stars_X360_Action_2012,0.17
Let's TAP,Wii,2008,Misc,0.08,0.06,0.01,0.02,70.0,6.6,E,Let's TAP_Wii_Misc_2008,0.17
Mahjong Fight Club,PSP,2004,Misc,0.0,0.0,0.17,0.0,,,,Mahjong Fight Club_PSP_Misc_2004,0.17
Turok 3: Shadow of Oblivion,N64,2000,Shooter,0.12,0.05,0.0,0.0,,,,Turok 3: Shadow of Oblivion_N64_Shooter_2000,0.16999999999999998
Bomberman 64: The Second Attack!,N64,1999,Adventure,0.05,0.01,0.11,0.0,,,,Bomberman 64: The Second Attack!_N64_Adventure_1999,0.17
World Driver Championship,N64,1999,Racing,0.14,0.03,0.0,0.0,,,,World Driver Championship_N64_Racing_1999,0.17
The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,0.1,0.04,0.0,0.02,58.0,6.0,T,The Lord of the Rings: Aragorn's Quest_PS3_Action_2010,0.16
Spawn: Armageddon,XB,2003,Action,0.13,0.04,0.0,0.01,57.0,9.2,M,Spawn: Armageddon_XB_Action_2003,0.18000000000000002
Project X Zone 2: Brave New World,3DS,2015,Role-Playing,0.05,0.03,0.08,0.01,,,,Project X Zone 2: Brave New World_3DS_Role-Playing_2015,0.17
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.12,0.05,0.0,0.0,,,,Codename: Kids Next Door: Game Boy Advance Video Volume 1_GBA_Misc_2004,0.16999999999999998
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,0.12,0.05,0.0,0.0,,,,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video_GBA_Misc_2004,0.16999999999999998
Major League Baseball 2K9,PS2,2009,Sports,0.08,0.06,0.0,0.02,,5.4,E,Major League Baseball 2K9_PS2_Sports_2009,0.16
Gundam Assault Survive,PSP,2010,Action,0.0,0.0,0.17,0.0,,,,Gundam Assault Survive_PSP_Action_2010,0.17
Bee Movie Game,X360,2007,Action,0.16,0.0,0.0,0.01,71.0,5.8,E,Bee Movie Game_X360_Action_2007,0.17
Luxor 3,Wii,2008,Puzzle,0.16,0.0,0.0,0.01,,,E,Luxor 3_Wii_Puzzle_2008,0.17
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,0.08,0.06,0.0,0.02,,,,Disney TH!NK Fast: The Ultimate Trivia Showdown_PS2_Misc_2008,0.16
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,0.0,0.0,0.17,0.0,,,,Jikkyou Powerful Pro Yakyuu 2013_PSP_Sports_2013,0.17
Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,0.0,0.0,0.17,0.0,,,,Fate/Stay Night [Réalta Nua]_PS2_Adventure_2007,0.17
Disney's Home on the Range,GBA,2004,Action,0.12,0.04,0.0,0.0,65.0,,E,Disney's Home on the Range_GBA_Action_2004,0.16
The Rise of the Argonauts,X360,2008,Role-Playing,0.03,0.12,0.0,0.01,,,,The Rise of the Argonauts_X360_Role-Playing_2008,0.16
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,0.1,0.0,0.04,0.03,62.0,7.6,M,Conception II: Children of the Seven Stars_PSV_Role-Playing_2013,0.17
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,0.09,0.06,0.0,0.01,83.0,7.2,M,Deus Ex: Mankind Divided_XOne_Role-Playing_2016,0.16
Space Griffon VF-9,PS,1995,Role-Playing,0.02,0.02,0.12,0.01,,,,Space Griffon VF-9_PS_Role-Playing_1995,0.17
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,0.04,0.12,0.0,0.02,63.0,7.7,E,Professor Heinz Wolff's Gravity_Wii_Puzzle_2008,0.18
.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,0.0,0.0,0.17,0.0,,,,.hack//G.U. Vol.1//Rebirth_PS2_Role-Playing_2006,0.17
Transformers: Dark of the Moon,Wii,2011,Action,0.09,0.06,0.0,0.02,,,,Transformers: Dark of the Moon_Wii_Action_2011,0.16999999999999998
FaceBreaker,PS3,2008,Fighting,0.13,0.02,0.0,0.02,53.0,3.8,T,FaceBreaker_PS3_Fighting_2008,0.16999999999999998
Star Wars: Battlefront II,PC,2005,Shooter,0.02,0.13,0.0,0.02,78.0,8.8,T,Star Wars: Battlefront II_PC_Shooter_2005,0.16999999999999998
Michael Jackson: The Experience 3D,3DS,2011,Misc,0.13,0.03,0.0,0.01,,,,Michael Jackson: The Experience 3D_3DS_Misc_2011,0.17
Gyakuten Saiban 3,GBA,2004,Adventure,0.0,0.0,0.16,0.0,,,,Gyakuten Saiban 3_GBA_Adventure_2004,0.16
Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,0.0,0.0,0.17,0.0,,8.8,T,Digimon Story: Cyber Sleuth_PSV_Role-Playing_2015,0.17
Gallop Racer 2001,PS2,2001,Sports,0.05,0.04,0.06,0.01,71.0,9.1,E,Gallop Racer 2001_PS2_Sports_2001,0.16
Hellboy: The Science of Evil,PS3,2008,Action,0.13,0.02,0.0,0.02,47.0,6.1,T,Hellboy: The Science of Evil_PS3_Action_2008,0.16999999999999998
Nightmare Creatures II,PS,2000,Action,0.09,0.06,0.0,0.01,,,,Nightmare Creatures II_PS_Action_2000,0.16
MotoGP 09/10,X360,2010,Racing,0.07,0.09,0.0,0.02,69.0,5.7,E,MotoGP 09/10_X360_Racing_2010,0.18
Bratz Kidz,Wii,2008,Misc,0.16,0.0,0.0,0.01,,,E,Bratz Kidz_Wii_Misc_2008,0.17
N3 II: Ninety-Nine Nights,X360,2010,Action,0.06,0.06,0.04,0.01,,,,N3 II: Ninety-Nine Nights_X360_Action_2010,0.17
Catwoman,PS2,2004,Action,0.08,0.06,0.0,0.02,46.0,6.9,T,Catwoman_PS2_Action_2004,0.16
Garfield: Lasagna World Tour,PS2,2007,Action,0.08,0.06,0.0,0.02,,,E,Garfield: Lasagna World Tour_PS2_Action_2007,0.16
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.12,0.04,0.0,0.0,,,,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1_GBA_Misc_2004,0.16
Bomberman B-Daman,SNES,1996,Shooter,0.0,0.0,0.17,0.0,,,,Bomberman B-Daman_SNES_Shooter_1996,0.17
Monsters vs. Aliens,X360,2009,Action,0.12,0.03,0.0,0.01,63.0,6.6,E10+,Monsters vs. Aliens_X360_Action_2009,0.16
Beat Down: Fists of Vengeance,PS2,2005,Action,0.04,0.03,0.09,0.01,48.0,8.1,M,Beat Down: Fists of Vengeance_PS2_Action_2005,0.17
World Destruction League: Thunder Tanks,PS,2000,Action,0.09,0.06,0.0,0.01,35.0,1.2,T,World Destruction League: Thunder Tanks_PS_Action_2000,0.16
Terminator 3: The Redemption,PS2,2004,Shooter,0.08,0.06,0.0,0.02,68.0,8.0,T,Terminator 3: The Redemption_PS2_Shooter_2004,0.16
Reloaded,PS,1996,Action,0.09,0.06,0.0,0.01,,,,Reloaded_PS_Action_1996,0.16
Anarchy Reigns,X360,2012,Action,0.12,0.02,0.02,0.01,73.0,7.9,M,Anarchy Reigns_X360_Action_2012,0.16999999999999998
SSX On Tour,GC,2005,Sports,0.13,0.03,0.0,0.0,80.0,7.5,E,SSX On Tour_GC_Sports_2005,0.16
Bladestorm: Nightmare,PS4,2015,Action,0.08,0.04,0.03,0.02,58.0,6.5,T,Bladestorm: Nightmare_PS4_Action_2015,0.16999999999999998
Fairytale Fights,X360,2009,Action,0.14,0.02,0.0,0.01,51.0,6.2,M,Fairytale Fights_X360_Action_2009,0.17
LEGO Marvel Super Heroes,PC,2013,Action,0.04,0.12,0.0,0.01,78.0,8.1,E10+,LEGO Marvel Super Heroes_PC_Action_2013,0.17
Hot Wheels: Beat That!,X360,2007,Racing,0.15,0.0,0.0,0.01,,,,Hot Wheels: Beat That!_X360_Racing_2007,0.16
Ashes Cricket 2009,PS3,2009,Sports,0.0,0.15,0.0,0.01,,,,Ashes Cricket 2009_PS3_Sports_2009,0.16
James Bond 007: Everything or Nothing,GBA,2003,Shooter,0.12,0.04,0.0,0.0,73.0,8.3,T,James Bond 007: Everything or Nothing_GBA_Shooter_2003,0.16
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,0.0,0.0,0.17,0.0,,,,Naruto Shippuden: Ultimate Ninja 5_PS2_Fighting_2007,0.17
Shrek Extra Large,GC,2002,Platform,0.13,0.03,0.0,0.0,36.0,5.6,T,Shrek Extra Large_GC_Platform_2002,0.16
Final Fantasy V,PS,1998,Role-Playing,0.0,0.0,0.16,0.01,,,,Final Fantasy V_PS_Role-Playing_1998,0.17
